Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P63085	Q62132	MAPK1	PTPRR			MGI:1346858	MGI:109559	16148006:0434:LC|10419510:0434:LC|9857190:0096:LC|9857190:0424:LC|10419510:0096:LC|16148006:0018:LC
P63087	P63087	PPP1CC	PPP1CC			MGI:104872	MGI:104872	17274640:0678:LC|25774600:0114:LC
P63157	Q99PM3	BARHL1	GTF2A1			MGI:1859288	MGI:1933277	20211142:0018:HT|20211142:0397:HT
P63157	Q9CXU1	BARHL1	MED31			MGI:1859288	MGI:1914529	20211142:0018:HT|20211142:0397:HT
P63166	Q9WUF3	SUMO1	CASP8AP2			MGI:1197010	MGI:1349399	11591653:0397:HT
P63271	Q07279	SUPT4H1A	NFE2			MGI:107416	MGI:97308	20211142:0018:HT|20211142:0397:HT
P63328	Q63810	PPP3CA	PPP3R1			MGI:107164	MGI:107172	PDB_4ORB:0114:LC
P68037	Q9WUB0	UBE2L3	RBCK1			MGI:109240	MGI:1344372	10431818:0018:LC|11722579:0018:LC|10431818:0004:LC
P68037	Q9Z1K6	UBE2L3	ARIH2			MGI:109240	MGI:1344361	11722579:0004:LC|11722579:0018:LC|10431818:0004:LC|10431818:0018:LC
P68134	P68134	ACTA1	ACTA1			MGI:87902	MGI:87902	33765442:0114:LC|31954841:0114:LC
P68134	Q5SX39	ACTA1	MYH4			MGI:87902	MGI:1339713	33765442:0114:LC
P68369	Q61699	TUBA1A	HSPH1			MGI:98869	MGI:105053	12749852:0004:LC|12749852:0018:LC|12749852:0096:LC|14733918:0018:LC
P68369	Q8C5G2	TUBA1A	VASH2			MGI:98869	MGI:2444826	31324789:0114:LC
P68433	P68433	H3C1|H3C8|H3C10|H3C11	H3C1|H3C8|H3C10|H3C11			MGI:2668828|MGI:2448349|MGI:2448350|MGI:2145541	MGI:2668828|MGI:2448349|MGI:2448350|MGI:2145541	16107708:0114:LC|28099840:0114:LC
P68433	Q5NCY0	H3C1|H3C8|H3C10|H3C11	KDM6B			MGI:2668828|MGI:2448349|MGI:2448350|MGI:2145541	MGI:2448492	22842901:0114:LC
P68433	Q91Y44	H3C1|H3C8|H3C10|H3C11	BRDT			MGI:2668828|MGI:2448349|MGI:2448350|MGI:2145541	MGI:1891374	19794495:0114:LC
P68433	Q9D2U9	H3C1|H3C8|H3C10|H3C11	HIST3H2BA			MGI:2668828|MGI:2448349|MGI:2448350|MGI:2145541	MGI:1925553	16107708:0114:LC
P68433	Q9WVG6	H3C1|H3C8|H3C10|H3C11	CARM1			MGI:2668828|MGI:2448349|MGI:2448350|MGI:2145541	MGI:1913208	10381882:0415:LC|17882261:0415:LC
P68510	P68510	YWHAH	YWHAH			MGI:109194	MGI:109194	29382713:0114:LC
P68510	Q9QZS3	YWHAH	NUMB			MGI:109194	MGI:107423	29382713:0114:LC
P70158	P70158	SMPDL3A	SMPDL3A			MGI:1931437	MGI:1931437	26792860:0114:LC
P70168	P70168	KPNB1	KPNB1			MGI:107532	MGI:107532	14645851:0114:LC|10964573:0114:LC
P70191	P70191	TRAF5	TRAF5			MGI:107548	MGI:107548	23150880:0114:LC
P70194	P70194	CLEC4F	CLEC4F			MGI:1859834	MGI:1859834	31369681:0114:LC
P70195	P99026	PSMB7	PSMB4			MGI:107637	MGI:1098257	22341445:0114:LC
P70195	Q60692	PSMB7	PSMB6			MGI:107637	MGI:104880	22341445:0114:LC
P70195	Q9QUM9	PSMB7	PSMA6			MGI:107637	MGI:1347006	22341445:0114:LC
P70195	Q9R1P1	PSMB7	PSMB3			MGI:107637	MGI:1347014	22341445:0114:LC
P70196	P70196	TRAF6	TRAF6			MGI:108072	MGI:108072	15147900:0018:LC|19465916:0055:LC|17709375:0415:LC
P70196	Q8N7N6	TRAF6	TRAF3IP2			MGI:108072	MGI:2143599	12459498:0096:LC|12459498:0007:LC|15102471:0018:LC|12459498:0018:LC
P70196	Q9QZH6	TRAF6	ECSIT			MGI:108072	MGI:1349469	10465784:0018:LC|10465784:0096:LC|15102471:0018:LC
P70206	P70206	PLXNA1	PLXNA1			MGI:107685	MGI:107685	22253263:0114:LC|27397516:0114:LC
P70207	P70207	PLXNA2	PLXNA2			MGI:107684	MGI:107684	27397516:0114:LC|20877282:0067:LC|23104057:0114:LC|20881961:0028:LC|20877282:0071:LC|20881961:0114:LC
P70207	P97333	PLXNA2	NRP1			MGI:107684	MGI:106206	23104057:0096:LC|23104057:0107:LC|23104057:0114:LC
P70210	Q9EPK5	TEAD3	WWTR1			MGI:109241	MGI:1917649	20211142:0018:HT|20211142:0397:HT
P70217	Q60954	HOXD13	MEIS1			MGI:96205	MGI:104717	15617687:0018:LC|16087734:0018:LC
P70227	P70227	ITPR3	ITPR3			MGI:96624	MGI:96624	PDB_3JRR:0114:LC
P70271	Q07279	PDLIM4	NFE2			MGI:1353470	MGI:97308	20211142:0018:HT|20211142:0397:HT
P70271	Q8CDC7	PDLIM4	ZBTB9			MGI:1353470	MGI:1918022	20211142:0018:HT|20211142:0397:HT
P70271	Q9D032	PDLIM4	SSBP3			MGI:1353470	MGI:1919725	20211142:0018:HT|20211142:0397:HT
P70281	P70281	SYCP3	SYCP3			MGI:109542	MGI:109542	30657449:0096:LC|30657449:0114:LC
P70281	Q62029	SYCP3	PABPC2			MGI:109542	MGI:1349723	11591653:0397:HT
P70288	Q99N13	HDAC2	HDAC9			MGI:1097691	MGI:1931221	20211142:0018:HT
P70318	Q07279	TIAL1	NFE2			MGI:107913	MGI:97308	20211142:0018:HT|20211142:0397:HT
P70321	P70396	HOXB13	DLX5			MGI:107730	MGI:101926	20211142:0018:HT|20211142:0397:HT
P70321	P80206	HOXB13	OTX2			MGI:107730	MGI:97451	20211142:0018:HT|20211142:0397:HT
P70321	Q64317	HOXB13	DLX1			MGI:107730	MGI:94901	20211142:0018:HT|20211142:0397:HT
P70340	Q9R0G7	SMAD1	ZEB2			MGI:109452	MGI:1344407	20211142:0018:HT|15489854:0018:LC
P70343	P70343	CASP4	CASP4			MGI:107700	MGI:107700	PDB_6NS7:0114:LC|32109412:0114:LC
P70343	Q9D8T2	CASP4	GSDMD			MGI:107700	MGI:1916396	26375259:0435:LC|32109412:0114:LC
P70365	P70365	NCOA1	NCOA1			MGI:1276523	MGI:1276523	29090910:0114:LC
P70375	Q91ZW2	F7	POFUT1			MGI:109325	MGI:2153207	28530709:0114:LC
P70396	P97875	DLX5	JDP2			MGI:101926	MGI:1932093	20211142:0018:HT|20211142:0397:HT
P70396	Q07279	DLX5	NFE2			MGI:101926	MGI:97308	20211142:0018:HT|20211142:0397:HT
P70396	Q8VI67	DLX5	SP7			MGI:101926	MGI:2153568	20211142:0018:HT|20211142:0397:HT
P70396	Q9WUU6	DLX5	HNF4G			MGI:101926	MGI:1353604	20211142:0018:HT|20211142:0397:HT
P70429	P70429	EVL	EVL			MGI:1194884	MGI:1194884	8861907:0114:LC|10404224:0114:LC
P70434	P70434	IRF7	IRF7			MGI:1859212	MGI:1859212	21596780:0114:LC
P70434	Q04742	IRF7	EMX1			MGI:1859212	MGI:95387	20211142:0018:HT|20211142:0397:HT
P70436	Q8CF60	DLX4	ZNF263			MGI:94904	MGI:1921370	20211142:0018:HT|20211142:0397:HT
P70436	Q8VI67	DLX4	SP7			MGI:94904	MGI:2153568	20211142:0018:HT|20211142:0397:HT
P70441	Q60825	SLC9A3R1	SLC34A1			MGI:1349482	MGI:1345284	11099500:0004:LC|18407958:0096:LC|11099500:0018:LC|18407958:0090:LC|11099500:0096:LC
P70444	Q07440	BID	BCL2A1			MGI:108093	MGI:102687	18462686:0114:LC|18462686:0065:LC
P70447	Q02067	NEUROG2	ASCL1			MGI:109619	MGI:96919	20211142:0018:HT|8948587:0096:LC|8948587:0018:LC
P70452	Q60770	STX4	STXBP3			MGI:893577	MGI:107362	21193638:0114:LC|17517664:0114:LC|21193638:0065:LC
P70660	Q61909	NEUROG1	RUNX1T1			MGI:107754	MGI:104793	20211142:0018:HT|20211142:0397:HT
P70662	Q01822	LDB1	HOXD1			MGI:894762	MGI:96201	20211142:0018:HT|20211142:0397:HT
P70662	Q3U4B1	LDB1	SSBP4			MGI:894762	MGI:1924150	20211142:0018:HT|20211142:0397:HT
P70662	Q8BZL8	LDB1	LMO3			MGI:894762	MGI:102810	20211142:0018:HT|20211142:0397:HT
P70662	Q8C9M8	LDB1	ZFP446			MGI:894762	MGI:2442185	20211142:0018:HT|20211142:0397:HT
P70662	Q8K5B9	LDB1	TGIF2LX2			MGI:894762	MGI:2387796|MGI:3800824	20211142:0018:HT|20211142:0397:HT
P70662	Q91YQ3	LDB1	CSDC2			MGI:894762	MGI:2146027	20211142:0018:HT|20211142:0397:HT
P70662	Q921F2	LDB1	TARDBP			MGI:894762	MGI:2387629	20211142:0018:HT|20211142:0397:HT
P70662	Q924W9	LDB1	LMO1			MGI:894762	MGI:102812	20211142:0018:HT|20211142:0397:HT
P70662	Q9CXV0	LDB1	ISL2			MGI:894762	MGI:109156	20211142:0018:HT|20211142:0397:HT
P70662	Q9CYZ8	LDB1	SSBP2			MGI:894762	MGI:1914220	20211142:0018:HT|20211142:0397:HT
P70662	Q9D032	LDB1	SSBP3			MGI:894762	MGI:1919725	20211142:0018:HT|20211142:0397:HT
P70662	Q9D0P5	LDB1	PYGO1			MGI:894762	MGI:1919385	20211142:0018:HT|20211142:0397:HT
P70662	Q9DB42	LDB1	ZNF593			MGI:894762	MGI:1915290	20211142:0018:HT|20211142:0397:HT
P70662	Q9JKU8	LDB1	LMX1A			MGI:894762	MGI:1888519	20211142:0018:HT|20211142:0397:HT
P70662	Q9WUH2	LDB1	LHX9			MGI:894762	MGI:1316721	20211142:0018:HT|20211142:0397:HT
P70662	Q9Z0S2	LDB1	LHX2			MGI:894762	MGI:96785	20211142:0018:HT|20211142:0397:HT
P70671	P70671	IRF3	IRF3			MGI:1859179	MGI:1859179	32826280:0114:LC
P70696	P70696	H2BC1	H2BC1			MGI:2448375	MGI:2448375	26188507:0114:LC
P70696	Q8CGP4	H2BC1	H2AC1			MGI:2448375	MGI:2448285	26188507:0114:LC
P79621	Q07279	CIITA	NFE2			MGI:108445	MGI:97308	20211142:0018:HT|20211142:0397:HT|20211142:0096:HT
P79621	Q3U4B1	CIITA	SSBP4			MGI:108445	MGI:1924150	20211142:0018:HT|20211142:0397:HT
P79621	Q61545	CIITA	EWSR1			MGI:108445	MGI:99960	20211142:0018:HT|20211142:0397:HT
P79621	Q9D032	CIITA	SSBP3			MGI:108445	MGI:1919725	20211142:0018:HT|20211142:0397:HT
P79621	Q9JL60	CIITA	GMEB1			MGI:108445	MGI:2135604	20211142:0018:HT|20211142:0397:HT
P79621	Q9WUL8	CIITA	CITED4			MGI:108445	MGI:1861694	20211142:0018:HT|20211142:0397:HT
P80206	Q04742	OTX2	EMX1			MGI:97451	MGI:95387	20211142:0018:HT|20211142:0397:HT
P80206	Q8CGW9	OTX2	DMRTC2			MGI:97451	MGI:1918491	20211142:0018:HT|20211142:0397:HT
P80206	Q91X45	OTX2	ZBTB3			MGI:97451	MGI:1922541	20211142:0018:HT|20211142:0397:HT
P80206	Q9WUI0	OTX2	MIXL1			MGI:97451	MGI:1351322	20211142:0018:HT|20211142:0397:HT
P80313	P80313	CCT7	CCT7			MGI:107184	MGI:107184	11591653:0018:HT|11591653:0397:HT
P80318	P80318	CCT3	CCT3			MGI:104708	MGI:104708	12083524:0114:LC
P83917	P83917	CBX1	CBX1			MGI:105369	MGI:105369	14765118:0114:LC|10747027:0071:LC|10747027:0077:LC|10747027:0028:LC|10747027:0114:LC
P83917	Q62318	CBX1	TRIM28			MGI:105369	MGI:109274	10562550:0096:LC|17381543:0004:LC|10562550:0004:LC|17381543:0055:LC|10747027:0405:LC|10562550:0018:LC|10562550:0415:LC
P83917	Q64127	CBX1	TRIM24			MGI:105369	MGI:109275	10562550:0096:LC|8978696:0018:LC|8978696:0004:LC|10562550:0415:LC|8978696:0096:LC
P83917	Q9QWF0	CBX1	CHAF1A			MGI:105369	MGI:1351331	14765118:0114:LC|10747027:0071:LC|10747027:0077:LC|10747027:0028:LC
P84078	P84078	ARF1	ARF1			MGI:99431	MGI:99431	17347647:0114:LC|12679809:0114:LC
P84089	P84089	ERH	ERH			MGI:108089	MGI:108089	15937287:0114:LC
P84091	Q9D1J1	AP2M1	NECAP2			MGI:1298405	MGI:1913397	31464684:0114:LC
P84091	Q9DBG3	AP2M1	AP2B1			MGI:1298405	MGI:1919020	31464684:0114:LC
P84244	P84244	H3-3A|H3-3B	H3-3A|H3-3B			MGI:1097686|MGI:1101768	MGI:1097686|MGI:1101768	29643389:0114:LC
P84244	Q61686	H3-3A|H3-3B	CBX5			MGI:1097686|MGI:1101768	MGI:109372	26934956:0114:LC
P84244	Q62280	H3-3A|H3-3B	SS18			MGI:1097686|MGI:1101768	MGI:107708	11591653:0397:HT
P84750	P84751	P84750	P84751					16384583:0114:LC
P97287	P97287	MCL1	MCL1			MGI:101769	MGI:101769	28197319:0114:LC
P97287	Q91ZE9	MCL1	BMF			MGI:101769	MGI:2176433	18589438:0065:LC|11546872:0018:LC
P97287	Q99ML1	MCL1	BBC3			MGI:101769	MGI:2181667	18589438:0065:LC|18589438:0114:LC|18589438:0077:LC
P97287	Q9JM54	MCL1	PMAIP1			MGI:101769	MGI:1930146	18589438:0114:LC|17389404:0065:LC|18589438:0107:LC|18589438:0065:LC|17389404:0114:LC|18589438:0084:LC|18589438:0077:LC|15721256:0107:LC|17389404:0077:LC
P97291	P97291	CDH8	CDH8			MGI:107434	MGI:107434	18682221:0028:LC|18682221:0077:LC|16564015:0114:LC
P97302	P97302	BACH1	BACH1			MGI:894680	MGI:894680	20211142:0018:HT|8887638:0018:LC|19170764:0096:LC|19170764:0114:LC
P97305	Q8K120	NFATC3	NFATC4			MGI:103296	MGI:1920431	20211142:0018:HT
P97310	P97310	MCM2	MCM2			MGI:105380	MGI:105380	12614612:0018:HT
P97310	P97311	MCM2	MCM6			MGI:105380	MGI:1298227	12614612:0018:HT
P97310	Q60862	MCM2	ORC2			MGI:105380	MGI:1328306	12614612:0004:HT|12614612:0018:HT|12614612:0019:HT
P97310	Q61881	MCM2	MCM7			MGI:105380	MGI:1298398	12614612:0018:HT
P97310	Q62193	MCM2	RPA2			MGI:105380	MGI:1339939	12614612:0018:HT
P97310	Q8VEE4	MCM2	RPA1			MGI:105380	MGI:1915525	12614612:0018:HT
P97310	Q9CQ71	MCM2	RPA3			MGI:105380	MGI:1915490	12614612:0018:HT
P97310	Q9QZ41	MCM2	DBF4			MGI:105380	MGI:1351328	12614612:0018:HT
P97310	Q9WUV0	MCM2	ORC5			MGI:105380	MGI:1347044	12614612:0018:HT
P97310	Q9Z0H0	MCM2	CDC7			MGI:105380	MGI:1309511	12614612:0018:HT
P97310	Q9Z1N2	MCM2	ORC1			MGI:105380	MGI:1328337	12614612:0018:HT
P97311	P97311	MCM6	MCM6			MGI:1298227	MGI:1298227	12614612:0018:HT
P97311	Q60862	MCM6	ORC2			MGI:1298227	MGI:1328306	12614612:0018:HT
P97311	Q61881	MCM6	MCM7			MGI:1298227	MGI:1298398	12614612:0018:HT
P97311	Q8CGW9	MCM6	DMRTC2			MGI:1298227	MGI:1918491	20211142:0018:HT|20211142:0397:HT
P97311	Q8VEE4	MCM6	RPA1			MGI:1298227	MGI:1915525	12614612:0018:HT
P97311	Q9Z1N2	MCM6	ORC1			MGI:1298227	MGI:1328337	12614612:0018:HT
P97311	Q9Z1X9	MCM6	CDC45			MGI:1298227	MGI:1338073	12614612:0018:HT
P97318	P97318	DAB1	DAB1			MGI:108554	MGI:108554	12826668:0114:LC
P97318	Q924X6	DAB1	LRP8			MGI:108554	MGI:1340044	10827173:0018:LC|10827199:0018:LC
P97326	P97326	CDH6	CDH6			MGI:107435	MGI:107435	29742438:0114:LC|20190754:0114:LC|20190754:0071:LC|20190754:0028:LC|20190754:0107:LC
P97329	P97329	KIF20A	KIF20A			MGI:1201682	MGI:1201682	29093437:0114:LC
P97333	Q80UG2	NRP1	PLXNA4			MGI:106206	MGI:2179061	34039996:0114:LC
P97334	Q8CF60	NKX2-3	ZNF263			MGI:97348	MGI:1921370	20211142:0018:HT|20211142:0397:HT
P97346	Q9DA19	NXN	CIR1			MGI:109331	MGI:1914185	11591653:0397:HT
P97352	P97352	S100A13	S100A13			MGI:109581	MGI:109581	PDB_2CXJ:0114:LC
P97361	P97361	BPIFA1	BPIFA1			MGI:1338036	MGI:1338036	29717993:0114:LC
P97367	Q04742	MEIS2	EMX1			MGI:108564	MGI:95387	20211142:0018:HT|20211142:0397:HT
P97367	Q99NE9	MEIS2	PBX4			MGI:108564	MGI:1931321	20211142:0018:HT|20211142:0397:HT
P97368	P97875	MEIS3	JDP2			MGI:108519	MGI:1932093	20211142:0018:HT|20211142:0397:HT
P97368	Q99NE9	MEIS3	PBX4			MGI:108519	MGI:1931321	20211142:0018:HT|20211142:0397:HT
P97371	P97371	PSME1	PSME1			MGI:1096367	MGI:1096367	28867616:0114:LC
P97371	P97372	PSME1	PSME2			MGI:1096367	MGI:1096365	28867616:0114:LC
P97372	P97372	PSME2	PSME2			MGI:1096365	MGI:1096365	28867616:0114:LC
P97401	P97401	FRZB	FRZB			MGI:892032	MGI:892032	11452312:0114:LC
P97427	P97427	CRMP1	CRMP1			MGI:107793	MGI:107793	14685275:0114:LC
P97438	P97438	KCNK2	KCNK2			MGI:109366	MGI:109366	33127683:0114:LC|28693035:0114:LC|32059793:0114:LC
P97454	P97454	SMAD5	SMAD5			MGI:1328787	MGI:1328787	26304548:0114:LC
P97454	Q9R0G7	SMAD5	ZEB2			MGI:1328787	MGI:1344407	20211142:0018:HT|12714599:0018:LC
P97457	P97457	MYLPF	MYLPF			MGI:97273	MGI:97273	33765442:0114:LC
P97457	Q5SX39	MYLPF	MYH4			MGI:97273	MGI:1339713	33765442:0114:LC
P97465	P97465	DOK1	DOK1			MGI:893587	MGI:893587	14607833:0114:LC
P97471	P97471	SMAD4	SMAD4			MGI:894293	MGI:894293	PDB_3QSV:0114:LC
P97471	Q62432	SMAD4	SMAD2			MGI:894293	MGI:108051	15350224:0114:LC|15350224:0065:LC|9670020:0071:LC
P97474	Q8CHK4	PITX2	KAT5			MGI:109340	MGI:1932051	20211142:0018:HT
P97479	P97479	MYO7A	MYO7A			MGI:104510	MGI:104510	28262393:0114:LC
P97480	Q62231	EYA3	SIX1			MGI:109339	MGI:102780	20211142:0018:HT
P97481	Q9WTL8	EPAS1	ARNTL			MGI:109169	MGI:1096381	20211142:0018:HT|9704006:0018:LC
P97484	P97484	LILRB3	LILRB3			MGI:894311	MGI:894311	30674550:0114:LC
P97489	Q6PGF3	GATA5	MED16			MGI:109497	MGI:2158394	20211142:0018:HT|20211142:0397:HT
P97489	Q8R1B8	GATA5	RORB			MGI:109497	MGI:1343464	20211142:0018:HT|20211142:0397:HT
P97489	Q9Z2U2	GATA5	ZFP292			MGI:109497	MGI:1353423	20211142:0018:HT|20211142:0397:HT
P97760	Q9DBS8	POLR2C	POC5			MGI:109299	MGI:1914713	11591653:0397:HT
P97767	Q62231	EYA1	SIX1			MGI:109344	MGI:102780	15141091:0018:LC|15492887:0018:LC|11950062:0096:LC|11950062:0018:LC
P97767	Q62232	EYA1	SIX2			MGI:109344	MGI:102778	20956555:0018:LC|11950062:0096:LC|11950062:0018:LC
P97769	Q924Z4	CITED1	CERS2			MGI:108023	MGI:1924143	20211142:0018:HT|20211142:0397:HT
P97784	P97784	CRY1	CRY1			MGI:1270841	MGI:1270841	33464888:0114:LC|32231341:0114:LC|32502390:0114:LC
P97784	Q9R1X4	CRY1	TIMELESS			MGI:1270841	MGI:1321393	20211142:0018:HT
P97784	Q9WTL8	CRY1	ARNTL			MGI:1270841	MGI:1096381	18430226:0728:LC|23555304:0018:LC|25961797:0077:LC|23555304:0007:LC|18430226:0007:LC|18075593:0018:LC|18075593:0007:LC|25961797:0007:LC|25961797:0065:LC|24737000:0018:LC
P97792	Q80UL9	CXADR	JAML			MGI:1201679	MGI:2685484	20813955:0114:LC|21220118:0107:LC
P97797	P97797	SIRPA	SIRPA			MGI:108563	MGI:108563	18045614:0114:LC
P97798	P97798	NEO1	NEO1			MGI:1097159	MGI:1097159	23744777:0114:LC|32576689:0114:LC
P97802	P97802	ANG3	ANG3			MGI:1201793	MGI:1201793	23170778:0114:LC
P97875	P97875	JDP2	JDP2			MGI:1932093	MGI:1932093	20211142:0018:HT
P97875	Q60925	JDP2	DBP			MGI:1932093	MGI:94866	20211142:0018:HT|20211142:0397:HT
P97875	Q99NE9	JDP2	PBX4			MGI:1932093	MGI:1931321	20211142:0018:HT|20211142:0397:HT
P97929	Q08297	BRCA2	RAD51			MGI:109337	MGI:97890	9192668:0018:LC|9192668:0004:LC|20211142:0018:HT
P98078	P98078	DAB2	DAB2			MGI:109175	MGI:109175	12826668:0114:LC
P98083	Q9Z179	SHC1	SHCBP1			MGI:98296	MGI:1338802	10086341:0018:LC|10086341:0004:LC|10086341:0019:LC|15102471:0018:LC
P98192	Q9R1Z7	GNPAT	PTS			MGI:1343460	MGI:1338783	11591653:0018:HT|11591653:0397:HT
P99026	Q60692	PSMB4	PSMB6			MGI:1098257	MGI:104880	22341445:0114:LC
P99026	Q9R1P4	PSMB4	PSMA1			MGI:1098257	MGI:1347005	22341445:0114:LC
Q00288	Q6ZPI0	PAX8	JADE1			MGI:97492	MGI:1925835	20211142:0018:HT|20211142:0397:HT
Q00322	Q3THK3	CEBPD	GTF2F1			MGI:103573	MGI:1923848	20211142:0018:HT|20211142:0397:HT
Q00322	Q8BVL5	CEBPD	ZFP277			MGI:103573	MGI:1890393	20211142:0018:HT|20211142:0397:HT
Q00322	Q924Z4	CEBPD	CERS2			MGI:103573	MGI:1924143	20211142:0018:HT|20211142:0397:HT
Q00420	Q00422	GABPB1	GABPA			MGI:95611	MGI:95610	9461436:0114:LC
Q00609	Q9EP73	CD80	CD274			MGI:101775	MGI:1926446	21884581:0012:LC|21884581:0107:LC|23417675:0107:LC
Q00780	Q00780	COL8A1	COL8A1			MGI:88463	MGI:88463	12782141:0114:LC|9438378:0114:LC
Q01147	Q01147	CREB1	CREB1			MGI:88494	MGI:88494	10952992:0114:LC
Q01705	Q01705	NOTCH1	NOTCH1			MGI:97363	MGI:97363	15802643:0114:LC|17573339:0114:LC
Q01705	Q91ZW2	NOTCH1	POFUT1			MGI:97363	MGI:2153207	28530709:0114:LC
Q01853	Q01853	VCP	VCP			MGI:99919	MGI:99919	12949490:0114:LC|12949490:0040:LC|15740751:0114:LC|14988733:0114:LC|18462676:0114:LC|18462676:0071:LC
Q01853	Q9CZ44	VCP	NSFL1C			MGI:99919	MGI:3042273	12529442:0018:LC|14988733:0114:LC|12529442:0004:LC
Q02053	Q02053	UBA1	UBA1			MGI:98890	MGI:98890	15774460:0114:LC
Q02085	Q07279	SNAI1	NFE2			MGI:98330	MGI:97308	20211142:0018:HT|20211142:0397:HT
Q02242	Q02242	PDCD1	PDCD1			MGI:104879	MGI:104879	18287011:0114:LC|PDB_3SBW:0114:LC
Q02242	Q9EP73	PDCD1	CD274			MGI:104879	MGI:1926446	18641123:0107:LC|21884581:0107:LC|17606978:0107:LC|12719480:0107:LC|23417675:0107:LC
Q02242	Q9WUL5	PDCD1	PDCD1LG2			MGI:104879	MGI:1930125	12719480:0107:LC|18641123:0107:LC|PDB_3RNQ:0114:LC|PDB_3BP6:0114:LC|18641123:0114:LC|PDB_3RNK:0114:LC
Q02248	Q02248	CTNNB1	CTNNB1			MGI:88276	MGI:88276	9298899:0114:LC|24692547:0114:LC|20211142:0018:HT|11348595:0114:LC|PDB_4EVA:0114:LC
Q02248	Q61301	CTNNB1	CTNNA2			MGI:88276	MGI:88275	24692547:0114:LC
Q02248	Q61315	CTNNB1	APC			MGI:88276	MGI:88039	15327768:0114:LC|15327768:0096:LC|20211142:0018:HT|12874278:0018:LC
Q02248	Q9JJN6	CTNNB1	CTNNBIP1			MGI:88276	MGI:1915756	10898789:0096:LC|10898789:0006:LC|10898789:0004:LC|12874278:0018:LC|10898789:0398:LC
Q02248	Q9JMK2	CTNNB1	CSNK1E			MGI:88276	MGI:1351660	12417018:0423:LC|12417018:0415:LC|15327768:0415:LC
Q02248	Q9WV60	CTNNB1	GSK3B			MGI:88276	MGI:1861437	19107203:0424:LC|15327768:0415:LC|12874278:0018:LC
Q02384	Q60631	SOS2	GRB2			MGI:98355	MGI:95805	7947763:0114:LC|15102471:0018:LC
Q02395	Q61545	MTF2	EWSR1			MGI:105050	MGI:99960	20211142:0018:HT|20211142:0397:HT
Q02591	Q9JKD8	GSC	TBX21			MGI:95841	MGI:1888984	20211142:0018:HT|20211142:0397:HT
Q02789	Q8R3Z5	CACNA1S	CACNB1			MGI:88294	MGI:102522	28351836:0114:LC
Q02853	Q02853	MMP11	MMP11			MGI:97008	MGI:97008	11254383:0114:LC
Q03347	Q03347	RUNX1	RUNX1			MGI:99852	MGI:99852	11257229:0114:LC|12217689:0114:LC|17059830:0114:LC|24646888:0114:LC
Q03347	Q08024	RUNX1	CBFB			MGI:99852	MGI:99851	11257229:0114:LC|25083921:0114:LC
Q03358	Q62504	MSX2	SPEN			MGI:97169	MGI:1891706	20211142:0018:HT
Q03526	Q03526	ITK	ITK			MGI:96621	MGI:96621	19361414:0114:LC
Q03526	Q60787	ITK	LCP2			MGI:96621	MGI:1321402	16436281:0114:LC|16436281:0077:LC
Q04207	Q04207	RELA	RELA			MGI:103290	MGI:103290	12686541:0114:LC|7530332:0114:LC|19338389:0809:LC|9384558:0114:LC|28935669:0114:LC|12460563:0114:LC|20211142:0018:HT|19887633:0107:LC|9437432:0114:LC|11970948:0114:LC
Q04207	Q60778	RELA	NFKBIB			MGI:103290	MGI:104752	12686541:0114:LC|9405619:0018:LC|15102471:0018:LC
Q04207	Q8BXP5	RELA	ANKRD33			MGI:103290	MGI:2443398	20211142:0018:HT|20211142:0397:HT
Q04207	Q8R5C8	RELA	ZMYND11			MGI:103290	MGI:1913755	20211142:0018:HT|20211142:0397:HT
Q04207	Q924Z4	RELA	CERS2			MGI:103290	MGI:1924143	20211142:0018:HT|20211142:0397:HT
Q04207	Q9CWU2	RELA	ZDHHC13			MGI:103290	MGI:1919227	20211142:0018:HT|20211142:0397:HT
Q04207	Q9CWW7	RELA	CXXC1			MGI:103290	MGI:1921572	20211142:0018:HT|20211142:0397:HT
Q04207	Q9D504	RELA	ANKRD7			MGI:103290	MGI:1922446	20211142:0018:HT|20211142:0397:HT
Q04207	Q9WTK5	RELA	NFKB2			MGI:103290	MGI:1099800	20211142:0397:HT|9405619:0018:LC|20211142:0018:HT
Q04207	Q9WTN3	RELA	SREBF1			MGI:103290	MGI:107606	20211142:0018:HT|20211142:0397:HT
Q04207	Q9Z1E3	RELA	NFKBIA			MGI:103290	MGI:104741	15102471:0018:LC|9405619:0018:LC
Q04211	Q60809	BTG2	CNOT7			MGI:108384	MGI:1298230	20211142:0397:HT
Q04211	Q9D8X5	BTG2	CNOT8			MGI:108384	MGI:1916375	20211142:0018:HT|20211142:0397:HT|20211142:0096:HT
Q04519	Q04519	SMPD1	SMPD1			MGI:98325	MGI:98325	27435900:0114:LC
Q04742	Q61169	EMX1	GATA6			MGI:95387	MGI:107516	20211142:0018:HT|20211142:0397:HT
Q04742	Q61179	EMX1	IRF9			MGI:95387	MGI:107587	20211142:0018:HT|20211142:0397:HT
Q04742	Q8R4I4	EMX1	GTF2A1L			MGI:95387	MGI:1919078	20211142:0018:HT|20211142:0397:HT
Q04742	Q91VY5	EMX1	KDM4B			MGI:95387	MGI:2442355	20211142:0018:HT|20211142:0397:HT
